"text","labels"
"заказали куртку на пвз во время примерки не увидели что куртка сзади разрезана заметили это уже дома очень расстроились так как на сына сложно подобрать а куртка ему очень понравилась к тому же начинались первые морозы куртка нужна была срочно вернулась на пвз чтоб сдать её как брак чтоб она больше никому не досталась но там мне сказали что возврат по браку через приложение в теч 7 дней и принять они её сейчас не могут ждать 7 дней мы не стали в наличии у продавца этого размера в течение нескольких дней не было я отнесла её в ателье и нам аккуратно её зашили ребёнок доволен куртка действительно классная снимаю 2 звезды за то что заказывая качественный недешевый товар пришлось ещё платить и за ремонт p s  и это похоже не единичный случай увидела у вас отзыв с фото такой же рваной в том же месте курткой или это была одна и та же","Проблемы с Продуктом, Изменения в Операционной Деятельности"
"отличное пальто быстрая доставка упаковка хорошая замок супер застёгивается спасибо","Логистические Особенности"
"классная куртка все понравилось взяли размер 146 на мальчика ростом 136 с запасом но сидит хорошо рукава подворачиваться не пришлось хватит и на следующий сезон","Проблемы с Доставкой"
"хороший комбинезон брака не нашла прежний  с тем же колличеством утеплителя носили на прогулку до 15 ребенок активный с флисовой кофтой на рост 120 размер 122 с хорошим запасом как обычно 6 у производителя","Проблемы с Продуктом"
"пришла с браком","Проблемы с Продуктом"
"отличный лонгслив в пришёл хорошо упакован без брака размер 150 соответствует","Проблемы с Продуктом"
"пришла бракованная","Проблемы с Продуктом"
"здравствуйте прошу вернуть деньги за возврат так как куртка совершенно не соответствует описанию и больше деми чем зима","Проблемы с Продуктом"
"очень понравилась куртка пришла быстро без браков всё отлично спасибо","Проблемы с Продуктом"
"куртка как пошита понравлась чуть брбольшемерит но это не страшно начали носить в школу с понедельника 14 ноября на 4 день ребёнок пожаловался что молния разошлась посмотрела а там 1 из зубьев отлетел плюс молния внизу пластик от ткани стал открываться очень это расстроило за такую цену 5749 р ещё теперь в ремонт нести и тратить деньги вопрос к производителю и продавцу возможна ли замена на качественный товар","Изменения в Операционной Деятельности"
"приобрели пальто в размере 15813лет на девочку ростом около 147150 см подошло по размеру как раз что говорит о том что модель немного маломерит рукава в ширине прямо как раз на дочкину руку девочке полнее конечно будут узковаты модель очень понравилась идеально носить в школу для чего собственно и покупали температурный режим обозначен верно от 10 тепла носит пойдёт и до 15 в принципе с поддевой тоже будет хорошо по задумке дизайнеров нижняя часть пальто смотрится как болонья но на ощупь это хорошая такая плотная мембрана очень интересное получилось пальто дочке понравилось  вообще фасон моделей премонт это простор фантазии дизайнера от классики до ярких фантазийных моделей","Изменения в Операционной Деятельности"
"куртка теплая на рост 164 размер 164170 с запасом попу прикрывает нам пришла с браком затыкается молния пришлось отказаться одеть одели потом еле сняли через голову","Проблемы с Продуктом"
"модель не плохая но качество ужасное и это за 2500р  присоединяюсь к предыдущим плохим отзывам к сожалению нитки торчат везде ткань рыхлая и просвечивает расходится по швам да ещё и продавец похоже пытается заведомо сплавить брак по цене хорошей вещи дыра уже была даже подчеркнута совести нет","Проблемы с Продуктом"
"в этот раз качество куртки просто ужас нитки торчат просто везде во всех швах а в зале кулиска просто изнутри не прошита я в ужасе куда делось то качество премонта и сама ткань остается желать лучшего возврат брак на фото часть торчащих ниток они просто везде торчат","Проблемы с Продуктом, Изменения в Операционной Деятельности"
"отличныйкачество расцветка все идеально и продумано ребёнок очень рад и не хочет одевать другой комбезспасибо производителю и радуйте нас новинками","Новые Релизы"
"сшита качественно но не соответствует описанию на очень теплую зиму поэтому отказ","Проблемы с Продуктом"
"хорошее платье качественное реально оверсайз своей пухляшке ог 82 беру 146152 обычно но тут даже 146 размер был свободный на рост 138 длинновато длиннее чем на фото хочу попробовать перезаказать на размер меньше когдаесли будет скидка воротничок и бантик отстёгиваются будет удобно стирать","Промо-Активности"
"пришла вовремя упакована просто в пакет но для меня не критично качество куртки хорошее нитки не торчат молния работает хорошо все на месте правда она тонкая но если там утеплитель под пух то возможно будет тепло в ней зимой но мы на юге живем так что сильные морозы у нас очень редко бывают сын у меня худой но куртка села хорошо плечи на месте но рукаване думаю что хватит еще и на следующую зиму но размеру соответствует до 140 подойдет смело а вот выше уже может быть короткой в рукавахсыну куртка очень понравилась еле сняла с него после примерки  очень радует что это отечественный производитель для меня это было важно к покупке однозначно рекомендую","Логистические Особенности"
"быстрая доставка упакован хорошо без изъянов ткань приятная к телу в размер рекомендую к покупке сама заказала у этого продавца уже второй","Логистические Особенности"
"комбинезон очень понравился сел хорошо но он с браком разрез и какоето пятно только по этому отказ очень жаль","Проблемы с Продуктом"
"размер не соответствует заявленному соответствует размеру на порядок выше раньше качество было намного лучше сейчас все печально очень жаль на просьбы нет ответа полный игнор  хотя с момента получения не прошло и полу часа до обращения  ошибка по размерному ряду вина продавца но точно не покупателя","Проблемы с Веб-Сайтом или Приложением"
"покупала за 784руб был брак рисунок смазанный чутка но ребёнку очень понравились штаны пришлось выкупить была бы без ребёнка не выкупила изза брака","Проблемы с Продуктом"
"куртка пришла с браком не было верхней и нижней заклепки за что сняли деньги за отказ","Проблемы с Продуктом"
"хороший комплект красивый даже шикарный ребенок в нем как куколка на крымскую зиму хорошо но до 30 по мне тонковат делаю возврат по причине брака не правильно пришита бретелька на штанах","Проблемы с Продуктом"
"на данном платье край с лишней тканью брак","Проблемы с Продуктом"
"отличная рубашка доставили как раз вовремя заказывали две выбрали подходящую по размеру спасибо большое","Логистические Особенности"
"пришел с виду хороший костюм мембрана плотная похож на оригинал по крайней мере брюки точно перепроверила все швы и бирки пошив куртки менее качественный как обычно ростовка 6 см сейчас носим олдос актив 140 он идет в размер премонт заказала на следующий год когда ребенку будет 10 лет 146 рр оказался слишком большим перезаказала 140 посмотрим наслышалась многое о недобросовестных поставщиках и обманщиках покупателей которые подменивают товар","Изменения в Операционной Деятельности"
"комплект хороший фирма премонт говорит сама за себя износостойкая ткань","Изменения в Операционной Деятельности"
"это просто ужас от sela я конечно такого не ожидала я конечно понимаю что скидка хорошая но это же предполагалось одеть вся куртка в комках пуха и это все просвечивает  на фото если присмотреться все видно теперь еще и сняли за доставку","Промо-Активности"
"комбез нормальный выглядит супер тёплый непродуваемыйхотела на вырост хорошо не взяла больше не дожил бы всёравно но швы расходятся на третий день носки если бы не сын а он сказал что комбез ему нравится сдала бы по браку села зашила качество швов подвальное с lassie рядом не стоит девочки не стоит и 2000 или запасайтесь нитками брала за 3300 разочарована как и многие из комментариев","Проблемы с Продуктом"
"мы 112 см заказали рост 122 чуть с запасом брака нет немного торчат нитки спереди на видном месте цвет соответствует упакован хорошо не вскрыт","Проблемы с Продуктом"
"платье красивое цвет очень праздничный отказ потому что по вине доставки напутали куда его везти в итоге задержка доставки покупателю сделали выбор в пользу другого платья которое приехало вовремя","Проблемы с Доставкой, Логистические Особенности"
"отличные джинсы сели идеально на худого ребёнка даже не пришлось регулировать пояс ребёнку тоже очень понравились","Проблемы с Доставкой"
"качественные но очень большие дочка 146 заказали размер 146152 утонули и в длине и в объемах заказали на размер меньше правда он 134140 посмотрим как они сядут нужны очень срочно на мероприятие хоть бы успеть а в целом стильные штаны","Организационные Мероприятия"
"сначала очень хорошее впечатление было от комбинезона очень тёплый и удобный но все испортилось с потеплением  дочка прокатилась в оттепель с пластиковой горки мокрой  и комбинезон мокрый на попе насквозь первый раз такое с нами за много лет ношения различных комбинезонов с дочкой и старшим сыном возможно это брак что теперь делать носили недолго попа не протертая ткань как новая швы целые при внешнем осмотре","Проблемы с Продуктом"
"трусы хорошие но в упаковке одна пара была вложена меньшего размера поэтому не взяладеньги за обратную доставку сняличто за беспределпочему я должна платить за несоответствие покупаемого товараи сотрудник пункта выдачи теперь не может отмечать как брак или несоответствие вложениявалдберрис уже не тот","Проблемы с Продуктом"
"быстрая доставка куртка классная","Логистические Особенности"
"куртка понравилась  тёплая  длинна хорошая но пришла с браком дыра на плече","Проблемы с Продуктом"
"брак два пятна на одной штанине","Проблемы с Продуктом"
"хорошая куртка за эту цену но пришла с браком  порезана  перезаказали в надежде  что придет целая  зачем отправлять испорченный товар","Проблемы с Продуктом"
"хорошая куртка но брак","Проблемы с Продуктом"
"штаны с браком ода штанина короче другой  ещё и пошита криво бээээээ","Проблемы с Продуктом"
"здравствуйте с таким ужасным качеством встречаюсь в первый раз позор фирме после первой деликатной стирки брюки превратились в половую тряпку краситель слез и брюки стали все в белую паутинку брак на лицо абсолютно некачественный краситель даже слов нет выброшенные деньги не советую к покупке пришлось поставить 1 звезду тк без не публикует","Проблемы с Продуктом"
"из плюсов быстрая доставка ткань из минусов сшито коряво нитки торчат но я б выкупила если бы не главный минус это ооочень узкие сын худой но попа так обтянута карманы аж наизнанку рост 130 брали 134 немного с запасом","Логистические Особенности"
"костюм очень хороший но в первый раз пришёл с браком был порез сантиметров 6пришлось перезаказать на поре вставки из плотного материала прошито всё на мой взгляд хорошо ткань приятная берите не пожалеете","Проблемы с Продуктом"
"пришли плохо прошиты после оного дня носки порывались на фото видно что брак","Проблемы с Продуктом"
"куртка отличная понравилась но пришла с браком внутри не прошита планка а так 4 кармана снаружи 1 внутри утепленый капюшон","Проблемы с Продуктом"
"костюм очень понравился пришел без брака расцветка очень приятная даже лучше чем на фото перезаказала на размер меньше т к размеры уже идут 6 я думаю","Проблемы с Продуктом"
"комбинезоном довольна на рост 123 см комбинезон размером 128 носить уже можно закатав рукава запас в ножках больше чем в рукавах по материалу фурнитуре и качеству  как у лесси то есть это бюджетная линейка реймы расцветка приятная мне достался без брака","Проблемы с Продуктом"
"куртка очень плохо сшита замок застёгивали вместе с ребёнком и не могли это сделатьвнутри не дошиты швы торчит подкладка ниткиочень тонкая явно не на зиму 15мех на капюшоне ужасного запаха и лезет прямо в лицофото брака были зафиксированы пвз оператором","Проблемы с Продуктом"
"качество  был не большой брак поэтому перезаказали на худенькую девочку размер с запасом","Проблемы с Продуктом"
"модель и расцветка просто космос реально зимняя и толстая но ребенку очень неудобно там где горло очень высокий воротник и длинные рукава на 111 см села плотно хотя ребенок худой и брак  грязная и оторвана надпись швы сзади расходятся при небольшом натяжении отправляли со склада продавца позор за 20к такой товар отправлять доработать горловину и куртка  очень расстроены так как очень ждали эту куртку","Проблемы с Продуктом"
"понравилась но пришла с браком р116 в размер рукава совсем без запаса","Проблемы с Продуктом"
"молния не работает ни застегнуть ни расстегнуть может такая попалась просто но у другой модели этого производителя тоже молния не работала отказ","Проблемы с Продуктом"
"курточка отличнаядоставлена вовремя и аккуратно","Логистические Особенности"
"быстрая доставка ребёнок доволен","Логистические Особенности"
"по отзывам ждала очень колючий костюм решила все равно посмотреть вживую мне он очень понравился у ребенка такой уже был не колючий совсем может конечно у всех разное восприятие я оставила ребенок носит без проблем","Логистические Особенности"
"не знаю как на счёт штанов но курта очень хорошая теплая и сразу понятно что на хорошую зиму но к сожалению бывают отвратительные люди которые украли штаны поэтому отказ по браку перезакажу ещё раз","Проблемы с Продуктом"
"привезли брак нет фирменного сердечка на банте при такой цене считаю это недопустимым в целом хорошая тонкая кофточкаобманка заказали размер поменьше надеемся там будет все на месте","Проблемы с Продуктом"
"джемпер красивый но к сожалению брак","Проблемы с Продуктом"
"пальто по размеру как наша парка премонт 152 см делаю выводы что в размер впринципе пальто красивое но пошив с каждым годом все хуже строчки кривоватые молния вшита волнами про торчащие нитки вообще отдельный разговор уважаемый производитель очень нравится ваша фирмы но усильте контроль за пошивом изделий","Изменения в Операционной Деятельности"
"ужасное качество  тонкие вид ношенных труселей не уважение к покупателю пришли все замызганые  в жёлтых пятнах жаль фото не успела сделать оформила как брак","Проблемы с Продуктом"
"очень расстроена хотела именно эти брюки но пришли с браком сзади карманы на разной высоте попа кажется перекошенной на бок вид теряется разница в полсантиметра дает колоссальный эффект и еще нюанс если кто не знает брюки нужно самим подшивать ткань отличная на ощупь приятная но криво сшитая попа  это беда","Проблемы с Продуктом"
"костюм отличный такая оценка сборщикам и недобросовестным покупателям костюм пришёл без капюшона валдберис не сделал возврат по браку тем самым снизив мой процент выкупа очень расстроилась так как хотелось выкупить костюм","Проблемы с Продуктом"
"хорошая парка но пришла со сломанной молнией отправили обратно изза брака списали 100 руб проверяйте вещи перед отправкой","Проблемы с Продуктом"
"на фото платье хорошо выглядит в жизни сильно отличается основная ткань бархат а вот оборки из другой ткани очень похоже на мягкую плащёвку по фото вообще не понятно что ткани разные на мой взгляд оборки из плащёвки испортили платье может комуто и понравится такая модель мы с дочерью не оценили на девочку нормальной комплекции ростом 155 село довольно свободно даже для оверсайзадумаю что на размер меньше было бы не хуже по качеству пошива всё хорошо без брака","Проблемы с Продуктом"
"платье классное даже подошло по размеру но вовремя увидела брак на плече дырка будто чемто прожгли возможно ктото выходил в свет в этом платье очень неприятно и дочь расстроилась","Проблемы с Продуктом, Логистические Особенности"
"берем уже второй костюм премонт первый красный носим вторую зиму сейчас у сына рост 115 взяла 122 на следующую зиму есть хороший запас хватит на 2 сезона костюм очень теплый рассчитан на морозы сын гулял в 25 и не замерз из плюсов отмечу большой регулируемый капюшон флисовый подклад кулиска по низу куртки низ рукавов на липучке регулируемая длина брюк пошив ткань на отлично единственный минус куртка достаточно тяжелая но я думаю это изза того что она очень теплая если вы ищите комплект на холодную зиму то к покупке рекомендую","Изменения в Операционной Деятельности"
"куртка на самом деле классная на плотных детей отлично садится причём сильно на вырост не стоит брать будет очень широка но одна проблема куртка оказалась порезана впереди видимо при вскрытии упаковки канцелярским ножом очень обидно кстати в отзыве от 24 ноября уже писали именно про эту куртку так что будьте внимательнее рост 152 ходит брак","Проблемы с Продуктом"
"что угодно но это не похоже на рейму либо мега усеченный ее вариантлипучки редкие вместо кнопок капюшон без меха больше на демисезонный похож пропорции на длинные ноги и короткие руки в общем всегда носили рейму но примерив этот и премонт выбрали премонт за ту же цену но сделано все продуманнее намного и теплее","Изменения в Операционной Деятельности"
"пришли тонкие дешёвые штаны с привязанной этикеткой от штанов reima это не ошибка это мошенничество отзыв ниже есть про то же самое надеюсь их уберут","Проблемы с Веб-Сайтом или Приложением"
"качество хорошее но на стройную девочку ростом 150151 см штаны коротковаты а по ширине пришлось их уменьшить","Проблемы с Доставкой"
"хороший джемпер но маломерит у нас есть такого размера хотели на вырост но изза несоответствия не получилосьпришёл без брака","Проблемы с Продуктом"
"куртка вроде нормальная но вниманиев размере 146 брак в рукаве дырка около подмышки спередихорошо что заметилиа ткань промокает все таки специально проверяли","Проблемы с Продуктом"
"нам с дочкой очень понравилось пришло вовремя без брака очень симпатичное платьице","Проблемы с Продуктом, Логистические Особенности"
"на рост 140 заказывали рр 34140  чуть длинноваты рукава и брюки но к сентябрю наверное будет как раз ткань очень понравилась не толстая не тонкая и блестеть не будет смотрится дорого со скидками обошелся в 2989р спасибо","Промо-Активности"
"курточка классная но к сожалению пришла с браком не ровный шов распороли и зашили но след осталось прям на самом видном месте на рукаве прошу вернуть деньги за не правомерно списаные за возврат товара","Проблемы с Продуктом"
"мембрана очень тонкая значительно отличается от зимней парки premont тем не менее выкупила изза низкой цены ребёнку понравился лёгкий удобный у нас не промокал но через неделю носки штанины разошлись по шву с двух сторон  швы не были проклеены посмотрела отзывы  это не первый случай правда возврат по браку сделали к покупке именно эту модель не рекомендую","Проблемы с Продуктом"
"пришел без бракарост 102 взяли на следующий годберем эту фирму не первый раз качество отличнопредыдущую модель относили 2 сезона ребенок часто падал но ткань не порвалась нигде","Проблемы с Продуктом"
"быстрая доставка товар соответствует описанию все супер","Логистические Особенности"
"юбка пришла с браком застрочена молния не могли растегнуть чтоб даже померить перезаказали потому что понравилась необычный цвет хорошая цена надеюсь придёт не так же самая","Проблемы с Продуктом"
"очень очень широкие на столько что средней полноты ребёнок смотрится как в мешке утяжек нет в общем модель ну очень странная и оригинальность под большим вопросом цвет ближе к бирюзовому про цвет несколько раз задавала вопрос но мне так и не ответили и это всё при условии платного возврата","Проблемы с Обслуживанием"
"синий цвет не соответствует описанию в составе присутствует полиэстер и дает ткани блеск","Проблемы с Продуктом"
"футболка вся в пасте разчерчена ткань настольео тонкая что как тряпочка просьба 50р за обртдоставку вернуть товар с браком","Проблемы с Продуктом"
"пальто с браком возврат","Проблемы с Продуктом"
"все целое без брака красивые","Проблемы с Продуктом"
"курточка красивого цвета объёмная но нам не повезло мало того что наш заказ по ошибке уехал в другой город так ещё и куртка пришла с браком  на капюшоне огромная дырка фото прилагаю из минусов данной модели липучки над молнией если бы были магнитные застежки было бы куда лучше а так ребёнок будет дёргать и со временем образуется дырка ткань все таки не самая прочная","Проблемы с Продуктом"
"качество супербыстрая доставка","Логистические Особенности"
"тоненькая куртка для нашего сурового климата не подходит застёжка вообще полный отстой на первый день же после носки сломалась на ремонт тоже придётся тратиться за такую цену почему хорошую железную застёжку не пришивают","Изменения в Операционной Деятельности"
"куртка красивая дочери понравилась но за качество пошива даже 4 звезды много везде торчат нитки нашла строчку без закрепки уже начинала распускаться одна из липучек пришита наполовину на фото видно как криво пришит рукав в подмышке от премонта такого никак не ожидала","Изменения в Операционной Деятельности"
"пришёл пакет с крупной надписью брак 158 размер чёрного цвета с дыркой на рукаве размеру соответствует","Проблемы с Продуктом"
"куртка супер без брака цвет соответствует","Проблемы с Продуктом"
"пиджак пришёл с браком одно плечо выцветшее отказ а очень хотели взять цвет пришёл серый в полоску","Проблемы с Продуктом"
"качество действительно отвратительное стало торчат нитки  они прям по всюду швы не ровные липучки пришиты тоже ещё и грязь собирают а это только примерка была жалко любили премонт теперь видимо всё надо искать чтото другое","Изменения в Операционной Деятельности"
"товар пришел с бракомсветоотражающий элемент перевернут как на дешевой китайской подделкине уверена что это оригинал","Проблемы с Продуктом"
"отличные джинсы идут в размер без каких либо дефектов и быстрая доставка рекомендую","Логистические Особенности"
"пишу отзыв спустя 2 года носки куртка смотрится красиво пришлось сдать швее подшить резинку на поясе пришла с небольшим браком так она смеялась абсолютно не прошит мех его тупо кинули между материалом естественно со временем он съезжает вниз скамкивается не советую брать","Проблемы с Продуктом"
"выкупила за 593 качество хорошее быстрая доставка снимаю звезду за упаковку товар был в порванном пакете обидно","Логистические Особенности"
"пишу отзыв через месяц носки комбез отличный рекомендую мой ребёнок активный поэтому он его носит до  20 спокойно на тонкую рубашку и трико лёгкий не промокает класс спасибо премонт","Изменения в Операционной Деятельности"
"джинсы классные первый раз на нашу тонкую талию сели идеально даже не пришлось ушивать качество хорошее джинсы для девочек с тонкой талией","Проблемы с Доставкой"
"возврат по причине брака костюм пришёл без одной эластичной манжеты на одном рукаве манжета была на другом отсутствовала","Проблемы с Продуктом"
"платье без брака как заявлено хороший трикотажрекомендую","Проблемы с Продуктом"
"брак рукав весь перекручен руку не засунуть цвет темнее чем на фото","Проблемы с Продуктом"
"отличный комбинезон большемерит 6 как и вся reima отличная расцветка один кармашек  но всёравно отличный комбинезон пошив хороший без брака","Проблемы с Продуктом"
"куртка пришла совсем другая к тому же бракованная порезанная на плече прошу не взимать плату за отказ","Проблемы с Продуктом"
"отличная кофточка за такие деньги идёт в размер и быстрая доставка спасибо","Логистические Особенности"
"качество среднее получили брак одна половинка воротника гораздо больше другой","Проблемы с Продуктом"
"лёгкая куртка маломерит размер подошёл мальчику 130 см пришла с браком  распущенная строчка на капюшоне на рукавах наоборот  одни петли на швах за доставку всё равно сняли деньги весь день переписываюсь со службой поддержки безуспешно","Проблемы с Продуктом"
"платье вообще не то заказывали розовое с синими предками артикул 46615292лиф платья должен быть сеткой так же должны быть пойетки  пойеток нет просто блёстки не соответствует описанию","Проблемы с Продуктом"
"внучке пальто понравилось но не взяли потому что не правильно вшиты карманы как то внутри середина кармана пристрочена к полочке сказали приемщику он брак оформлять отказался даже не посмотрел","Проблемы с Продуктом"
"пальто хорошее но так до меня вовремя и не дошло","Логистические Особенности"
"куртка очень красивая и классная но есть брак на рукове или разошёлся шов или он был не пришитый","Проблемы с Продуктом"
"прочитав отзывы конечно засомневалась заказывать или нет но сделала правильный выбор платье великолепное ткань не из самых дешёвых как некоторые писали если сильно дёрнуть понятно дело  что порвётся приятно телу ничего не трёт нам и дочке очень понравилось спасибо продавцу и вб кстати очень быстрая доставка вечером заказала и на следующий день уже поступил заказ в пвз","Логистические Особенности"
"пришел бракованный покрой хороший из  за брака отказ","Проблемы с Продуктом"
"куртка хорошая удобная детёнышу да и взрослым понравилась нооо оказалась с дефектом пришла с порезом ткани на передней части куртки возврат по браку заказали такую же на рост 152 просьба за возврат не удерживать ибо ответственность поставщика просьба обратить внимание и не катать куртку с дефектом 152 подойдёт на 154","Проблемы с Продуктом"
"быстрая доставка заказала 1301 пришла 1401  идёт в размер заказом довольна","Логистические Особенности"
"на фото представлены швы на новом изделии как видно по отзывам это производственный брак партии сомнительно производитель заботится о качестве товара видимо только на везение и можно рассчитывать увы не повезло и не нужно писать стандартные сообщения о возврате лучше позаботьтесь о качестве и имидже компании","Проблемы с Продуктом"
"ткань куртки тонкая промокаемая не соответствует описанию точно не на осень не разделяю восторженные отзывов","Проблемы с Продуктом"
"почему удержали 50 рубза доставкуесли я костюм не выкупила ткбыл браки работник валдберис его зафоиксировал фото брака сделал","Проблемы с Продуктом"
"отличная кофта по размеру ребёнок в восторге а меня порадовала скидка","Промо-Активности"
"пальто классное тёплое хорошо сидит размер в размер но через несколько дней сломалась молния написала заявку на возврат по браку","Проблемы с Продуктом"
"качество супер но возврат по причине скорей всего ошибка фабрикина бирке 134р как мне надо а по факту на изделие 122р","Проблемы с Веб-Сайтом или Приложением"
"в размер качество хорошее пришел вовремя в аккуратном ввиде","Логистические Особенности"
"остановились на этом костюмекачество хорошее пришло быстро без брака нитки кое где торчат но в целом нормс виду теплыйцена на мой взгляд завышена 6800 но ребенку понравился как в носке посмотрим первый раз берем эту фирму","Проблемы с Продуктом"
"уже носимотличный костюмполукомбез конечно большеватбольшой подворота куртка отличнона рост 130 см 6 лет подошлапопу прикрываетсам сын застегивает без проблембрала за 4109рубна два года хватит точно","Логистические Особенности"
